production_id,time_id,site_id,material_id,employee_id,shift_id,produced_volume,unit_cost,date,day,month,year,day_name,site_name,region,latitude,longitude,material_name,material_type,unit_of_measure,quantity,employee_name,position,department,status,hire_date,shift_name,start_time,end_time
878,20250711,3,4,7,3,59,258,2025-07-11,11,7,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
879,20250712,4,3,1,1,171,342,2025-07-12,12,7,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
880,20250712,1,1,1,2,450,172,2025-07-12,12,7,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
881,20250713,4,4,7,1,194,148,2025-07-13,13,7,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
882,20250714,4,1,10,3,495,200,2025-07-14,14,7,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
883,20250714,1,1,9,2,272,101,2025-07-14,14,7,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
884,20250715,5,5,7,3,420,343,2025-07-15,15,7,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
885,20250716,4,4,10,3,306,275,2025-07-16,16,7,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
886,20250716,4,3,5,2,317,337,2025-07-16,16,7,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
887,20250717,5,3,8,3,408,497,2025-07-17,17,7,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
888,20250718,4,4,2,3,53,158,2025-07-18,18,7,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
889,20250718,4,5,9,1,475,452,2025-07-18,18,7,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
890,20250719,4,2,6,3,446,198,2025-07-19,19,7,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
891,20250719,2,1,9,3,403,458,2025-07-19,19,7,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
892,20250720,5,5,2,3,155,101,2025-07-20,20,7,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
893,20250721,4,4,3,3,134,342,2025-07-21,21,7,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
894,20250721,5,1,8,2,263,396,2025-07-21,21,7,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
895,20250722,3,3,1,1,170,310,2025-07-22,22,7,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
896,20250723,3,2,10,3,181,222,2025-07-23,23,7,2025,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
897,20250723,4,3,7,3,387,328,2025-07-23,23,7,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
898,20250724,5,4,7,2,246,181,2025-07-24,24,7,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
899,20250725,5,1,1,3,68,243,2025-07-25,25,7,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
900,20250725,5,4,9,2,179,487,2025-07-25,25,7,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
901,20250726,2,1,8,1,61,239,2025-07-26,26,7,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
902,20250726,3,5,4,1,130,128,2025-07-26,26,7,2025,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
903,20250727,5,2,10,3,379,490,2025-07-27,27,7,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
904,20250728,5,5,5,3,403,369,2025-07-28,28,7,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
905,20250728,2,5,2,3,311,346,2025-07-28,28,7,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
906,20250729,2,4,9,2,441,111,2025-07-29,29,7,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
907,20250730,5,2,6,3,174,454,2025-07-30,30,7,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
908,20250730,1,1,3,3,356,488,2025-07-30,30,7,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
909,20250731,5,1,7,1,316,436,2025-07-31,31,7,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
910,20250801,5,3,9,3,496,205,2025-08-01,1,8,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
911,20250801,2,1,3,1,490,131,2025-08-01,1,8,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
912,20250802,2,4,2,3,432,173,2025-08-02,2,8,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
913,20250802,5,5,7,1,189,270,2025-08-02,2,8,2025,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
914,20250803,5,5,7,3,378,436,2025-08-03,3,8,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
915,20250804,5,5,4,1,51,168,2025-08-04,4,8,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
916,20250804,2,2,9,2,57,400,2025-08-04,4,8,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
917,20250805,5,1,8,1,299,461,2025-08-05,5,8,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
918,20250806,5,4,1,1,188,236,2025-08-06,6,8,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
919,20250806,4,2,1,1,173,199,2025-08-06,6,8,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
920,20250807,1,3,5,3,358,245,2025-08-07,7,8,2025,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
921,20250808,3,4,6,3,277,108,2025-08-08,8,8,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
922,20250808,1,4,3,3,59,161,2025-08-08,8,8,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
923,20250809,4,4,9,2,261,284,2025-08-09,9,8,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
924,20250809,3,5,10,2,161,128,2025-08-09,9,8,2025,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
925,20250810,5,4,6,1,57,480,2025-08-10,10,8,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
926,20250811,4,1,4,2,341,213,2025-08-11,11,8,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
927,20250811,5,4,7,1,411,242,2025-08-11,11,8,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
928,20250812,2,5,8,1,302,489,2025-08-12,12,8,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
929,20250813,4,4,9,1,63,219,2025-08-13,13,8,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
930,20250813,2,3,6,2,289,269,2025-08-13,13,8,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
931,20250814,4,3,6,3,487,256,2025-08-14,14,8,2025,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
932,20250814,4,5,8,2,291,434,2025-08-14,14,8,2025,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
933,20250815,2,1,5,1,391,448,2025-08-15,15,8,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
934,20250816,3,1,3,1,198,359,2025-08-16,16,8,2025,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
935,20250816,1,2,3,2,285,181,2025-08-16,16,8,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
936,20250817,5,5,6,1,355,341,2025-08-17,17,8,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
937,20250818,4,4,2,1,216,271,2025-08-18,18,8,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
938,20250818,5,5,6,2,69,330,2025-08-18,18,8,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
939,20250819,2,2,6,2,265,307,2025-08-19,19,8,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
940,20250820,5,5,8,2,392,174,2025-08-20,20,8,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
941,20250820,2,5,7,1,184,369,2025-08-20,20,8,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
942,20250821,5,2,8,1,442,486,2025-08-21,21,8,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
943,20250821,1,1,9,3,178,213,2025-08-21,21,8,2025,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
944,20250822,1,4,6,3,459,161,2025-08-22,22,8,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
945,20250823,1,2,3,2,471,461,2025-08-23,23,8,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
946,20250823,1,3,10,3,343,419,2025-08-23,23,8,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
947,20250824,1,1,3,1,295,201,2025-08-24,24,8,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
948,20250825,1,3,1,3,238,461,2025-08-25,25,8,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
949,20250825,2,1,5,1,93,309,2025-08-25,25,8,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
950,20250826,4,4,4,2,135,354,2025-08-26,26,8,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
951,20250827,5,4,9,2,93,119,2025-08-27,27,8,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
952,20250827,1,5,9,1,379,157,2025-08-27,27,8,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
953,20250828,2,3,5,3,424,211,2025-08-28,28,8,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
954,20250828,2,1,10,2,495,412,2025-08-28,28,8,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
955,20250829,2,4,4,2,427,295,2025-08-29,29,8,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
956,20250830,4,2,7,3,439,474,2025-08-30,30,8,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
957,20250830,5,4,6,3,194,452,2025-08-30,30,8,2025,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
958,20250831,4,2,4,1,100,191,2025-08-31,31,8,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
959,20250901,3,1,10,3,291,151,2025-09-01,1,9,2025,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
960,20250901,2,4,2,3,343,392,2025-09-01,1,9,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
961,20250902,3,4,1,3,457,107,2025-09-02,2,9,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
962,20250903,1,1,4,1,100,399,2025-09-03,3,9,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
963,20250903,1,4,4,1,315,197,2025-09-03,3,9,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
964,20250904,4,2,1,2,169,335,2025-09-04,4,9,2025,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
965,20250904,5,4,6,1,249,488,2025-09-04,4,9,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
966,20250905,3,3,4,2,454,473,2025-09-05,5,9,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
967,20250906,5,5,1,3,297,168,2025-09-06,6,9,2025,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
968,20250906,4,2,1,2,119,144,2025-09-06,6,9,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
969,20250907,1,3,1,2,390,236,2025-09-07,7,9,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
970,20250908,5,1,8,3,106,333,2025-09-08,8,9,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
971,20250908,5,2,10,2,431,131,2025-09-08,8,9,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
972,20250909,1,5,8,1,88,388,2025-09-09,9,9,2025,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
973,20250910,3,5,2,1,338,225,2025-09-10,10,9,2025,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
974,20250910,1,1,7,1,492,166,2025-09-10,10,9,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
975,20250911,5,1,8,1,67,129,2025-09-11,11,9,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
976,20250911,3,2,8,2,489,213,2025-09-11,11,9,2025,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
977,20250912,3,4,10,2,269,303,2025-09-12,12,9,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
978,20250913,1,1,7,3,362,128,2025-09-13,13,9,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
979,20250913,5,4,5,2,293,230,2025-09-13,13,9,2025,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
980,20250914,4,3,1,2,401,284,2025-09-14,14,9,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
981,20250915,5,5,9,2,353,352,2025-09-15,15,9,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
982,20250915,2,4,7,3,347,385,2025-09-15,15,9,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
983,20250916,4,5,2,1,332,492,2025-09-16,16,9,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
984,20250917,3,4,6,2,123,485,2025-09-17,17,9,2025,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
985,20250917,4,3,2,3,159,161,2025-09-17,17,9,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
986,20250918,3,1,1,3,229,102,2025-09-18,18,9,2025,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
987,20250918,3,3,7,3,475,167,2025-09-18,18,9,2025,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
988,20250919,4,1,2,1,81,124,2025-09-19,19,9,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
